90966375A,Promotion Order,,110354,1002206,100082227,78326,2008,10158,11584050,12,2025-02-05 16:47:54,1057449,,Y,1,0,1,229835.19,229835.19,8,18386.82,0,N,N,,Y,Y,229835.19,,1000102,
90966375A,Promotion Order,,110354,1002206,100082227,78326,2008,10158,8235173874887416,1,2025-02-05 16:47:54,1057348,79006,N,120,0,120,52169,6260280,8,500822.4,52169,N,N,,N,Y,0,,1000102,
90966375A,Promotion Order,,110354,1002206,100082227,78326,2008,10158,8235173874887417,2,2025-02-05 16:47:54,1057348;1056756,89017,N,12,0,12,785264,9423168,8,753853.44,785264,N,N,,Y,Y,0;0,,1000102,
90966375A,Promotion Order,,110354,1002206,100082227,78326,2008,10158,11584041,3,2025-02-05 16:47:54,1056756,E2439,N,4,4,0,0,0,0,0,0,N,Y,8235173874887417,Y,N,0,,1000102,
90966375A,Promotion Order,,110354,1002206,100082227,78326,2008,10158,8235173874887418,4,2025-02-05 16:47:54,1057348,89012,N,12,0,12,366639,4399668,8,351973.44,366639,N,N,,N,Y,0,,1000102,
90966375A,Promotion Order,,110354,1002206,100082227,78326,2008,10158,8235173874887419,5,2025-02-05 16:47:54,1057348;1057449,35027,N,144,0,144,19951,2872944,8,229835.52,19951,Y,N,,Y,Y,0;229835.19,,1000102,
90966375A,Promotion Order,,110354,1002206,100082227,78326,2008,10158,8235173874887420,6,2025-02-05 16:47:54,1057348;1057445,80106,N,96,0,96,12269,1177824,8,94225.92,12269,Y,N,,Y,Y,0;94225.93,,1000102,
90966375A,Promotion Order,,110354,1002206,100082227,78326,2008,10158,8235173874887421,7,2025-02-05 16:47:54,1057348,10030,N,3,0,3,408775,1226325,8,98106,408775,N,N,,N,Y,0,,1000102,
90966375A,Promotion Order,,110354,1002206,100082227,78326,2008,10158,8235173874887422,8,2025-02-05 16:47:54,1057348;1058779,76032,N,6,0,6,1028322,6169932,8,493594.56,1028322,N,N,,Y,Y,0;0,,1000102,
90966375A,Promotion Order,,110354,1002206,100082227,78326,2008,10158,11584047,9,2025-02-05 16:47:54,1058779,P25006,N,2,2,0,0,0,0,0,0,N,Y,8235173874887422,Y,N,0,,1000102,
90966375A,Promotion Order,,110354,1002206,100082227,78326,2008,10158,8235173874887423,10,2025-02-05 16:47:54,1057348,76035,N,12,0,12,287292,3447504,8,275800.32,287292,N,N,,N,Y,0,,1000102,
90966375A,Promotion Order,,110354,1002206,100082227,78326,2008,10158,11584049,11,2025-02-05 16:47:54,1057445,,Y,1,0,1,94225.93,94225.93,8,7538.07,0,N,N,,Y,Y,94225.93,,1000102,
