V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,8325173899019682,1,2025-02-08 11:49:56,1057316;1057325,68007,N,12,0,12,250000,3000000,8,240000,250000,Y,N,,Y,N,50455.56;11111.11,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,8325173899019683,2,2025-02-08 11:49:56,1057317;1057325,42020,N,6,0,6,331363.64,1988181.84,8,159054.55,331363.64,Y,N,,Y,N,30555.56;8333.33,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,8325173899019684,3,2025-02-08 11:49:56,1057326,80113,N,8,2,0,134953.72,1079629.76,8,86370.38,134953.72,Y,N,,Y,N,5051.85,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,8325173899019685,4,2025-02-08 11:49:56,1057326;1057329,35179,N,8,2,0,327199.07,2617592.56,8,209407.4,327199.07,Y,N,,Y,N,15237.04;60204.63,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,8325173899019686,5,2025-02-08 11:49:56,1057326;1057329,35171,N,12,3,0,222800.93,2673611.16,8,213888.89,222800.93,Y,N,,Y,N,15277.78;61492.59,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,8325173899019687,6,2025-02-08 11:49:56,1057326;1057327,77146,N,40,10,0,124768.49,4990739.6,8,399259.17,124768.49,Y,N,,Y,N,12629.63;139739.81,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,8325173899019688,7,2025-02-08 11:49:56,Normal Sales,65002,N,72,3,0,35185.19,2533333.68,8,202666.69,35185.19,N,N,,N,N,0,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,8325173899019689,8,2025-02-08 11:49:56,1057320;1057325,29189,N,12,1,0,791666.67,9500000.04,8,760000,791666.67,Y,N,,Y,N,109255.56;22222.22,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,8325173899019690,9,2025-02-08 11:49:56,1057316;1057325,10029,N,2,0,2,205000,410000,8,32800,205000,Y,N,,Y,N,8409.26;1851.85,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,8325173899019691,10,2025-02-08 11:49:56,1057316;1057325;1057331,51022,N,6,0,6,572727.27,3436363.62,8,274909.09,572727.27,Y,N,,Y,N,50461.11;11111.11;46296.3,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,11602516,11,2025-02-08 11:49:56,1057316,,Y,1,0,1,109325.93,109325.93,8,8746.07,0,Y,N,,Y,N,109325.93,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,11602517,12,2025-02-08 11:49:56,1057317,,Y,1,0,1,30555.56,30555.56,8,2444.44,0,Y,N,,Y,N,30555.56,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,11602518,13,2025-02-08 11:49:56,1057320,,Y,1,0,1,109255.56,109255.56,8,8740.44,0,Y,N,,Y,N,109255.56,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,11602519,14,2025-02-08 11:49:56,1057325,,Y,1,0,1,54629.63,54629.63,8,4370.37,0,Y,N,,Y,N,54629.63,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,11602520,15,2025-02-08 11:49:56,1057326,,Y,1,0,1,48196.3,48196.3,8,3855.7,0,Y,N,,Y,N,48196.3,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,11602521,16,2025-02-08 11:49:56,1057327,,Y,1,0,1,139739.81,139739.81,8,11179.18,0,Y,N,,Y,N,139739.81,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,11602522,17,2025-02-08 11:49:56,1057329,,Y,1,0,1,121697.22,121697.22,8,9735.78,0,Y,N,,Y,N,121697.22,,1000107,
V038073899019682,Promotion Order,,12335213,1008094,D40010359,1427542,161,,11602523,18,2025-02-08 11:49:56,1057331,,Y,1,0,1,46296.3,46296.3,8,3703.7,0,Y,N,,Y,N,46296.3,,1000107,
