90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865723993,1,2025-02-04 15:20:39,1057348;1057449,35030,N,48,1,0,29299,1406352,8,112508.16,29299,Y,N,,Y,Y,0;112507.41,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865723994,2,2025-02-04 15:20:39,1057348;1058365,48040,N,6,0,6,313856,1883136,8,150650.88,313856,N,N,,Y,Y,0;0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,11575705,3,2025-02-04 15:20:39,1058365,G2467,N,4,4,0,0,0,0,0,0,N,Y,7451173865723994;7451173865724006,Y,N,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865723995,4,2025-02-04 15:20:39,1057348;1057447,77010,N,96,2,0,15619,1499424,8,119953.92,15619,Y,N,,Y,Y,0;119953.7,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865723996,5,2025-02-04 15:20:39,1057348,29044,N,6,0,6,779792,4678752,8,374300.16,779792,N,N,,N,Y,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865723997,6,2025-02-04 15:20:39,1057348,89015,N,6,0,6,785264,4711584,8,376926.72,785264,N,N,,N,Y,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865723998,7,2025-02-04 15:20:39,1057348,89017,N,12,0,12,785264,9423168,8,753853.44,785264,N,N,,N,Y,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865723999,8,2025-02-04 15:20:39,1057348,83008,N,6,0,6,825394,4952364,8,396189.12,825394,N,N,,N,Y,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865724000,9,2025-02-04 15:20:39,1057348,29046,N,6,0,6,779792,4678752,8,374300.16,779792,N,N,,N,Y,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865724001,10,2025-02-04 15:20:39,1057348,51022,N,6,0,6,572727,3436362,8,274908.96,572727,N,N,,N,Y,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865724002,11,2025-02-04 15:20:39,1057348,35023,N,48,2,0,36938,1773024,8,141841.92,36938,N,N,,N,Y,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865724003,12,2025-02-04 15:20:39,1057348,28007,N,60,0,60,43322,2599320,8,207945.6,43322,N,N,,N,Y,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865724004,13,2025-02-04 15:20:39,1057348,43023,N,6,0,6,279545,1677270,8,134181.6,279545,N,N,,N,Y,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865724005,14,2025-02-04 15:20:39,1057348,45031,N,3,0,3,657727,1973181,8,157854.48,657727,N,N,,N,Y,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865724006,15,2025-02-04 15:20:39,1057348;1058365,45032,N,6,0,6,388636,2331816,8,186545.28,388636,N,N,,Y,Y,0;0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865724007,16,2025-02-04 15:20:39,1057348;1057447,77008,N,480,10,0,15856,7610880,8,608870.4,15856,Y,N,,Y,Y,0;608870.37,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865724008,17,2025-02-04 15:20:39,1057348,29043,N,12,0,12,355694,4268328,8,341466.24,355694,N,N,,N,Y,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865724009,18,2025-02-04 15:20:39,1057348,10030,N,3,0,3,408775,1226325,8,98106,408775,N,N,,N,Y,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865724010,19,2025-02-04 15:20:39,1057348;1058779,76032,N,3,0,3,1028322,3084966,8,246797.28,1028322,N,N,,Y,Y,0;0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,11575722,20,2025-02-04 15:20:39,1058779,P25006,N,4,4,0,0,0,0,0,0,N,Y,7451173865724010;7451173865724011,Y,N,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865724011,21,2025-02-04 15:20:39,1057348;1058779,76036,N,12,0,12,596929,7163148,8,573051.84,596929,N,N,,Y,Y,0;0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,7451173865724012,22,2025-02-04 15:20:39,1057348,76035,N,12,0,12,287292,3447504,8,275800.32,287292,N,N,,N,Y,0,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,11575725,23,2025-02-04 15:20:39,1057447,,Y,1,0,1,728824.07,728824.07,8,58305.93,0,N,N,,Y,Y,728824.07,,1000106,
90935715,Promotion Order,,150061,1002206,100082336,78437,5862,7062,11575726,24,2025-02-04 15:20:39,1057449,,Y,1,0,1,112507.41,112507.41,8,9000.59,0,N,N,,Y,Y,112507.41,,1000106,
